shipment_id,customer_id,product_category,warehouse_block,mode_of_shipment,route,customer_care_calls,customer_rating,cost_of_product,prior_purchases,discount_offered,weight_in_gms,scheduled_days,actual_days,on_time_delivery,shipment_date
SHIP00208,CUST6916,Home & Garden,B,Road,Bangalore-Chennai,4,5,3121.68,7,7.0,3495,10,15,0,2023-02-09
SHIP00209,CUST7224,Home & Garden,D,Flight,Kolkata-Delhi,7,5,767.01,5,39.2,6695,3,5,0,2023-06-20
SHIP00210,CUST3910,Cosmetics,C,Flight,Bangalore-Chennai,6,4,4842.04,3,21.2,3296,6,8,0,2023-06-10
SHIP00211,CUST4273,Sporting Goods,F,Ship,Bangalore-Chennai,7,5,231.89,7,61.3,2717,9,10,0,2023-02-28
SHIP00212,CUST2133,Cosmetics,D,Ship,Bangalore-Chennai,3,2,1338.14,2,46.5,4088,10,15,0,2023-05-30
SHIP00213,CUST8851,Sporting Goods,D,Road,Hyderabad-Pune,7,4,2763.86,5,45.6,5398,4,6,0,2023-11-03
SHIP00214,CUST6816,Fashion,F,Ship,Hyderabad-Pune,6,4,4837.37,5,62.8,4526,4,3,1,2023-05-08
SHIP00215,CUST5239,Fashion,F,Road,Hyderabad-Pune,5,5,3469.56,3,29.0,4204,4,3,1,2023-02-20
SHIP00216,CUST9199,Fashion,C,Ship,Kolkata-Delhi,1,3,2138.28,1,7.5,6981,10,15,0,2023-12-14
SHIP00217,CUST6620,Cosmetics,B,Road,Kolkata-Delhi,3,4,578.35,7,20.7,3459,5,6,0,2023-06-09
SHIP00218,CUST2885,Electronics,C,Road,Delhi-Mumbai,6,2,4656.62,3,33.5,5521,3,8,0,2023-12-30
SHIP00219,CUST7985,Cosmetics,B,Flight,Bangalore-Chennai,2,2,3238.35,6,25.7,6030,5,6,0,2023-10-14
SHIP00220,CUST8037,Cosmetics,A,Road,Delhi-Bangalore,2,3,3786.39,1,37.5,5398,6,8,0,2023-10-31
SHIP00221,CUST4228,Cosmetics,A,Flight,Bangalore-Chennai,7,4,2685.8,5,38.8,6007,5,6,0,2023-06-16
SHIP00222,CUST6700,Home & Garden,D,Road,Delhi-Bangalore,7,3,4601.54,1,43.7,3565,9,12,0,2023-02-28
SHIP00223,CUST2916,Fashion,C,Road,Delhi-Bangalore,5,4,2149.37,2,37.4,4465,4,4,1,2023-06-06
SHIP00224,CUST9804,Books,B,Road,Delhi-Bangalore,4,3,787.45,5,54.7,6074,5,7,0,2023-11-22
SHIP00225,CUST1157,Cosmetics,B,Ship,Kolkata-Delhi,5,5,3300.04,6,44.5,4404,3,8,0,2023-07-03
SHIP00226,CUST2354,Sporting Goods,A,Ship,Mumbai-Chennai,1,3,1201.73,4,10.9,4746,10,12,0,2023-03-27
SHIP00227,CUST2854,Sporting Goods,A,Flight,Hyderabad-Pune,7,3,2756.01,0,49.4,4615,10,13,0,2023-09-19
SHIP00228,CUST5055,Home & Garden,A,Flight,Mumbai-Chennai,3,1,2251.44,1,50.4,2941,6,8,0,2023-02-22
SHIP00229,CUST6744,Books,F,Road,Kolkata-Delhi,2,5,782.25,3,52.9,1486,6,11,0,2023-10-29
SHIP00230,CUST9827,Fashion,C,Road,Mumbai-Chennai,3,5,1409.98,8,64.1,6564,8,11,0,2023-05-24
SHIP00231,CUST1971,Home & Garden,B,Road,Delhi-Bangalore,2,2,3585.83,3,49.5,6539,4,4,1,2023-07-30
SHIP00232,CUST5402,Books,D,Flight,Kolkata-Delhi,1,1,2073.97,4,45.2,4023,9,11,0,2023-03-14
SHIP00233,CUST1040,Books,A,Road,Kolkata-Delhi,6,3,4265.52,8,25.9,4519,10,12,0,2023-06-17
SHIP00234,CUST6289,Home & Garden,C,Road,Hyderabad-Pune,2,5,4276.87,5,58.1,1396,6,8,0,2023-05-18
SHIP00235,CUST8529,Electronics,A,Ship,Kolkata-Delhi,4,1,4960.01,6,13.2,6640,3,2,1,2023-11-17
SHIP00236,CUST3604,Home & Garden,A,Road,Mumbai-Chennai,3,1,1922.03,2,3.4,6124,5,9,0,2023-06-04
SHIP00237,CUST4836,Cosmetics,A,Road,Delhi-Mumbai,1,2,2436.35,2,38.6,5255,7,11,0,2023-12-25
SHIP00238,CUST6629,Electronics,D,Road,Delhi-Bangalore,4,1,1221.84,1,47.5,1839,10,9,1,2023-01-05
SHIP00239,CUST5902,Fashion,D,Ship,Bangalore-Chennai,6,2,435.22,0,39.7,2344,4,5,0,2023-07-08
SHIP00240,CUST3480,Cosmetics,F,Road,Kolkata-Delhi,7,2,524.77,1,9.1,2008,10,11,0,2023-04-20
SHIP00241,CUST6152,Fashion,B,Flight,Bangalore-Chennai,1,2,2811.64,4,50.6,6656,9,10,0,2023-08-08
SHIP00242,CUST5942,Fashion,F,Road,Hyderabad-Pune,2,4,1548.16,0,50.9,2960,3,8,0,2023-12-04
SHIP00243,CUST4949,Cosmetics,F,Ship,Hyderabad-Pune,1,3,4676.23,2,25.1,5656,10,12,0,2023-02-27
SHIP00244,CUST3830,Cosmetics,A,Ship,Hyderabad-Pune,1,1,1384.71,0,60.0,4260,9,10,0,2023-10-07
SHIP00245,CUST9209,Cosmetics,D,Road,Kolkata-Delhi,1,5,2734.51,2,18.0,3538,7,11,0,2023-12-31
SHIP00246,CUST3545,Sporting Goods,C,Flight,Hyderabad-Pune,6,1,1619.83,6,47.4,2954,4,7,0,2023-04-15
SHIP00247,CUST8118,Electronics,D,Road,Hyderabad-Pune,1,3,3363.79,2,7.8,6799,3,3,1,2023-02-14
SHIP00248,CUST3684,Cosmetics,C,Road,Hyderabad-Pune,7,3,918.12,2,48.7,3201,5,9,0,2023-01-06
SHIP00249,CUST6488,Cosmetics,C,Road,Delhi-Mumbai,3,5,3174.91,7,29.6,3950,4,9,0,2023-01-16
SHIP00250,CUST3734,Home & Garden,B,Flight,Delhi-Mumbai,5,1,1219.18,8,0.2,1100,3,5,0,2023-10-18
SHIP00251,CUST6963,Cosmetics,B,Ship,Delhi-Mumbai,5,4,1200.13,3,27.1,6900,6,5,1,2023-08-30
SHIP00252,CUST7108,Electronics,F,Road,Delhi-Mumbai,2,2,4041.26,0,62.0,1564,8,9,0,2023-02-09
SHIP00253,CUST6090,Home & Garden,A,Road,Kolkata-Delhi,1,3,1083.29,4,48.1,2987,10,15,0,2023-05-25
SHIP00254,CUST9083,Fashion,F,Ship,Delhi-Bangalore,1,4,217.16,8,22.5,6680,10,11,0,2023-10-30
SHIP00255,CUST7164,Books,C,Ship,Delhi-Bangalore,5,2,2157.1,0,63.2,2166,3,4,0,2023-01-01
SHIP00256,CUST4792,Sporting Goods,D,Road,Mumbai-Chennai,4,1,2945.78,8,8.7,4230,7,6,1,2023-01-23
SHIP00257,CUST2020,Cosmetics,B,Ship,Mumbai-Chennai,3,3,4637.61,6,45.5,3672,4,7,0,2023-10-18
SHIP00258,CUST4827,Electronics,B,Ship,Hyderabad-Pune,1,2,617.72,7,30.3,4330,8,10,0,2023-05-20
SHIP00259,CUST4401,Cosmetics,C,Flight,Mumbai-Chennai,7,1,543.06,4,53.7,6708,4,7,0,2023-07-03
SHIP00260,CUST3430,Electronics,B,Flight,Kolkata-Delhi,5,1,3418.2,4,53.3,2424,3,3,1,2023-06-17
SHIP00261,CUST5093,Electronics,D,Ship,Delhi-Bangalore,1,1,402.18,3,8.5,4281,3,5,0,2023-08-20
SHIP00262,CUST2376,Sporting Goods,F,Flight,Delhi-Mumbai,1,1,1068.98,7,52.6,1753,8,12,0,2023-11-19
SHIP00263,CUST8552,Electronics,B,Road,Kolkata-Delhi,7,4,2531.02,6,44.4,2415,8,7,1,2023-01-22
SHIP00264,CUST5505,Home & Garden,D,Ship,Delhi-Mumbai,5,5,3123.19,4,32.4,5511,8,8,1,2023-04-06
SHIP00265,CUST5583,Cosmetics,B,Flight,Delhi-Bangalore,6,5,1320.82,8,51.7,4133,10,9,1,2023-02-14
SHIP00266,CUST8940,Home & Garden,F,Road,Mumbai-Chennai,4,3,981.1,5,38.8,1240,8,10,0,2023-10-06
SHIP00267,CUST9674,Home & Garden,F,Ship,Delhi-Bangalore,1,2,3318.64,4,34.7,1458,7,6,1,2023-08-30
SHIP00268,CUST6813,Fashion,B,Ship,Hyderabad-Pune,3,3,4578.5,0,45.7,3880,6,9,0,2023-07-18
SHIP00269,CUST9064,Sporting Goods,C,Ship,Kolkata-Delhi,1,1,375.22,3,1.3,4915,5,8,0,2023-04-07
SHIP00270,CUST4300,Fashion,C,Road,Delhi-Bangalore,7,3,391.82,2,38.1,2160,3,4,0,2023-11-11
SHIP00271,CUST6978,Electronics,C,Road,Bangalore-Chennai,4,5,595.06,4,21.0,2290,4,9,0,2023-09-27
SHIP00272,CUST8982,Books,C,Ship,Bangalore-Chennai,5,5,3956.26,3,43.3,2436,9,14,0,2023-11-24
SHIP00273,CUST5825,Fashion,B,Road,Delhi-Mumbai,6,5,2018.85,0,11.8,3606,9,10,0,2023-12-19
SHIP00274,CUST2705,Cosmetics,B,Flight,Bangalore-Chennai,1,2,1799.37,5,10.9,1726,6,10,0,2023-10-17
SHIP00275,CUST5345,Fashion,B,Road,Delhi-Mumbai,3,3,3956.4,0,3.1,4589,8,10,0,2023-01-06
SHIP00276,CUST9078,Cosmetics,C,Road,Kolkata-Delhi,1,4,3964.78,3,10.6,1603,9,9,1,2023-07-31
SHIP00277,CUST6221,Home & Garden,A,Ship,Mumbai-Chennai,2,4,888.43,1,35.6,1762,3,4,0,2023-01-11
SHIP00278,CUST8909,Books,A,Flight,Bangalore-Chennai,2,5,4459.79,2,3.5,3712,8,11,0,2023-11-11
SHIP00279,CUST9849,Home & Garden,C,Flight,Delhi-Bangalore,1,1,2025.22,8,54.6,2258,6,6,1,2023-07-29
SHIP00280,CUST8005,Electronics,C,Road,Bangalore-Chennai,5,4,1078.41,0,13.5,6228,3,4,0,2023-01-02
SHIP00281,CUST2892,Home & Garden,D,Flight,Kolkata-Delhi,6,3,546.57,8,25.2,4039,7,6,1,2023-08-31
SHIP00282,CUST8303,Electronics,C,Flight,Kolkata-Delhi,3,2,4201.69,0,9.8,6705,9,10,0,2023-04-06
SHIP00283,CUST6632,Sporting Goods,D,Road,Delhi-Bangalore,5,1,4219.91,8,27.2,5386,4,3,1,2023-12-09
SHIP00284,CUST8803,Home & Garden,A,Flight,Bangalore-Chennai,1,5,2898.98,8,52.0,6550,10,13,0,2023-05-01
SHIP00285,CUST3832,Fashion,B,Ship,Delhi-Bangalore,1,4,484.01,6,13.1,6138,5,4,1,2023-08-18
SHIP00286,CUST5225,Home & Garden,A,Ship,Kolkata-Delhi,5,4,2805.07,4,33.8,1101,5,10,0,2023-11-01
SHIP00287,CUST3451,Fashion,F,Road,Hyderabad-Pune,7,1,4632.15,1,51.1,5387,9,8,1,2023-08-01
SHIP00288,CUST7275,Books,D,Road,Hyderabad-Pune,4,1,943.78,6,9.4,5986,8,10,0,2023-05-16
SHIP00289,CUST6431,Books,B,Ship,Bangalore-Chennai,4,3,4495.45,0,22.0,3482,9,8,1,2023-07-22
SHIP00290,CUST2609,Fashion,B,Flight,Bangalore-Chennai,4,3,1420.16,6,39.3,1731,7,8,0,2023-09-09
SHIP00291,CUST7671,Books,D,Road,Mumbai-Chennai,7,1,2624.82,2,4.3,6812,6,8,0,2023-04-19
SHIP00292,CUST1474,Fashion,B,Ship,Delhi-Mumbai,2,1,2336.6,5,45.8,3244,9,9,1,2023-09-26
SHIP00293,CUST9275,Cosmetics,A,Road,Delhi-Mumbai,2,3,2495.06,7,11.5,4887,8,13,0,2023-08-26
SHIP00294,CUST5237,Books,A,Flight,Delhi-Mumbai,4,1,898.25,3,55.7,6303,8,9,0,2023-03-25
SHIP00295,CUST5408,Books,D,Road,Delhi-Mumbai,7,1,2423.08,2,42.1,5924,6,10,0,2023-04-16
SHIP00296,CUST6004,Books,C,Flight,Kolkata-Delhi,7,3,2349.09,3,30.3,6547,3,3,1,2023-05-10
SHIP00297,CUST1120,Sporting Goods,C,Road,Bangalore-Chennai,5,5,1485.12,1,31.3,3754,9,12,0,2023-02-22
SHIP00298,CUST5536,Home & Garden,C,Ship,Delhi-Bangalore,5,2,4508.47,6,42.9,6576,7,11,0,2023-06-16
SHIP00299,CUST9148,Home & Garden,C,Flight,Kolkata-Delhi,4,1,2956.82,3,22.3,6843,5,9,0,2023-01-14
SHIP00300,CUST8794,Books,C,Road,Mumbai-Chennai,7,2,4219.13,8,11.8,1799,6,10,0,2023-10-01
SHIP00301,CUST3999,Books,C,Road,Delhi-Mumbai,2,3,1194.31,4,27.3,3714,10,10,1,2023-05-13
SHIP00302,CUST5817,Cosmetics,A,Flight,Delhi-Mumbai,7,5,2943.53,1,30.7,2593,8,9,0,2023-10-27
SHIP00303,CUST7253,Sporting Goods,C,Flight,Delhi-Mumbai,7,2,773.09,3,22.3,5664,4,9,0,2023-12-15
SHIP00304,CUST3954,Electronics,D,Flight,Bangalore-Chennai,2,3,3209.04,0,29.4,2715,10,10,1,2023-06-11
SHIP00305,CUST9021,Electronics,B,Road,Kolkata-Delhi,6,4,2076.63,7,24.9,1309,5,8,0,2023-03-23
SHIP00306,CUST1230,Home & Garden,F,Ship,Delhi-Mumbai,6,1,3170.77,3,14.7,3820,6,10,0,2023-07-11
SHIP00307,CUST7284,Sporting Goods,F,Flight,Delhi-Bangalore,1,1,1561.19,4,29.6,5262,7,7,1,2023-02-22
SHIP00308,CUST3192,Home & Garden,D,Flight,Delhi-Bangalore,2,4,193.71,3,47.3,2074,8,10,0,2023-12-18
SHIP00309,CUST9267,Fashion,A,Flight,Bangalore-Chennai,6,1,1938.44,4,50.1,6104,6,10,0,2023-01-12
SHIP00310,CUST2771,Books,A,Ship,Bangalore-Chennai,1,4,2277.14,1,35.6,4886,3,6,0,2023-01-25
SHIP00311,CUST1152,Home & Garden,D,Road,Delhi-Mumbai,6,5,1422.89,2,27.2,1859,5,5,1,2023-12-22
SHIP00312,CUST2741,Cosmetics,B,Road,Delhi-Bangalore,7,3,4174.34,3,23.3,4356,4,5,0,2023-02-28
SHIP00313,CUST9980,Cosmetics,B,Road,Kolkata-Delhi,3,2,113.42,1,58.9,5703,7,7,1,2023-01-21
SHIP00314,CUST9383,Electronics,A,Flight,Bangalore-Chennai,2,4,4944.46,4,17.2,1410,10,10,1,2023-02-16
SHIP00315,CUST1646,Home & Garden,C,Road,Mumbai-Chennai,4,1,565.49,0,0.6,2133,4,9,0,2023-03-31
SHIP00316,CUST8171,Sporting Goods,C,Road,Delhi-Mumbai,3,3,996.06,6,26.0,4739,5,6,0,2023-07-03
SHIP00317,CUST8835,Cosmetics,B,Ship,Delhi-Bangalore,6,1,4909.69,2,6.7,5839,7,12,0,2023-07-17
SHIP00318,CUST8178,Fashion,F,Flight,Mumbai-Chennai,5,1,4326.62,2,31.4,4998,10,15,0,2023-10-19
SHIP00319,CUST1753,Electronics,C,Road,Mumbai-Chennai,1,5,3860.89,3,63.6,6487,4,6,0,2023-08-14
SHIP00320,CUST2560,Cosmetics,B,Flight,Mumbai-Chennai,6,4,828.41,8,58.0,6020,8,11,0,2023-09-25
SHIP00321,CUST3571,Sporting Goods,D,Flight,Delhi-Bangalore,1,4,1671.11,5,63.1,1412,3,2,1,2023-11-26
SHIP00322,CUST7203,Cosmetics,B,Ship,Kolkata-Delhi,4,5,2295.68,7,29.1,1972,6,9,0,2023-11-26
SHIP00323,CUST1291,Electronics,D,Flight,Delhi-Mumbai,5,5,100.83,1,51.5,6071,10,14,0,2023-12-01
SHIP00324,CUST4389,Books,D,Flight,Mumbai-Chennai,7,1,4101.28,7,21.6,6077,7,10,0,2023-10-15
SHIP00325,CUST6952,Books,D,Ship,Delhi-Mumbai,7,2,110.77,5,53.9,3391,10,14,0,2023-12-03
SHIP00326,CUST1750,Fashion,D,Ship,Bangalore-Chennai,6,4,624.11,3,12.2,4218,8,12,0,2023-02-24
SHIP00327,CUST6536,Electronics,D,Ship,Bangalore-Chennai,7,5,703.77,7,29.7,5827,6,8,0,2023-04-08
SHIP00328,CUST9689,Books,A,Road,Kolkata-Delhi,7,5,2466.37,8,50.8,2451,5,7,0,2023-01-03
SHIP00329,CUST2696,Cosmetics,F,Road,Mumbai-Chennai,5,4,2151.46,3,17.8,3808,5,9,0,2023-03-07
SHIP00330,CUST3263,Cosmetics,F,Road,Bangalore-Chennai,5,3,4231.06,8,55.9,6831,7,9,0,2023-03-10
SHIP00331,CUST5760,Books,C,Road,Delhi-Bangalore,6,2,2569.08,5,46.2,3885,6,6,1,2023-04-18
SHIP00332,CUST7839,Books,F,Flight,Kolkata-Delhi,7,1,2661.38,0,24.8,1434,10,13,0,2023-10-20
SHIP00333,CUST3636,Home & Garden,C,Ship,Delhi-Mumbai,6,3,1099.6,8,2.1,4707,3,3,1,2023-05-17
SHIP00334,CUST4675,Books,F,Flight,Delhi-Bangalore,5,3,3495.39,0,60.2,4174,4,7,0,2023-12-12
SHIP00335,CUST6122,Sporting Goods,A,Ship,Bangalore-Chennai,3,2,3140.75,7,53.9,6191,9,14,0,2023-12-17
SHIP00336,CUST9955,Books,F,Ship,Bangalore-Chennai,2,3,2299.19,1,12.2,2423,8,13,0,2023-10-29
SHIP00337,CUST8020,Home & Garden,F,Flight,Delhi-Bangalore,2,5,4245.47,0,21.5,6813,4,6,0,2023-01-21
SHIP00338,CUST6285,Sporting Goods,A,Road,Hyderabad-Pune,7,3,2503.7,8,23.3,6797,5,4,1,2023-03-20
SHIP00339,CUST4012,Sporting Goods,A,Road,Delhi-Bangalore,4,5,2731.48,1,22.7,2747,8,11,0,2023-04-23
SHIP00340,CUST5809,Fashion,F,Road,Kolkata-Delhi,5,1,662.14,5,29.0,6261,8,9,0,2023-07-04
SHIP00341,CUST6258,Cosmetics,A,Flight,Mumbai-Chennai,5,3,221.06,8,53.4,4071,6,5,1,2023-12-16
SHIP00342,CUST5856,Books,B,Flight,Hyderabad-Pune,1,1,920.23,8,34.7,6135,10,12,0,2023-01-23
SHIP00343,CUST4492,Books,D,Ship,Delhi-Bangalore,5,4,3268.15,1,48.5,2259,4,4,1,2023-12-10
SHIP00344,CUST1620,Electronics,A,Ship,Delhi-Bangalore,7,3,2834.61,3,59.2,4339,3,5,0,2023-06-19
SHIP00345,CUST7626,Cosmetics,C,Ship,Kolkata-Delhi,6,1,2720.69,1,49.1,5797,9,11,0,2023-11-19
SHIP00346,CUST6860,Sporting Goods,A,Flight,Bangalore-Chennai,3,5,523.88,7,24.8,6412,3,7,0,2023-02-07
SHIP00347,CUST9740,Fashion,B,Road,Kolkata-Delhi,7,5,1545.39,2,19.4,6974,3,5,0,2023-03-22
SHIP00348,CUST3316,Electronics,A,Ship,Hyderabad-Pune,5,4,2732.05,1,19.8,6946,8,7,1,2023-10-11
SHIP00349,CUST9397,Fashion,B,Ship,Delhi-Bangalore,5,3,1052.2,2,43.6,5647,8,8,1,2023-07-31
SHIP00350,CUST8557,Books,F,Ship,Mumbai-Chennai,6,1,1328.37,3,47.2,4991,3,8,0,2023-10-09
SHIP00351,CUST4842,Electronics,C,Road,Delhi-Mumbai,2,3,2480.72,5,40.1,3504,8,9,0,2023-03-07
SHIP00352,CUST6971,Home & Garden,D,Ship,Delhi-Mumbai,3,2,3949.73,6,18.0,3944,5,8,0,2023-10-18
SHIP00353,CUST8863,Cosmetics,D,Flight,Mumbai-Chennai,4,5,633.28,1,54.7,2146,5,9,0,2023-06-19
SHIP00354,CUST2252,Books,A,Ship,Hyderabad-Pune,6,1,4081.95,6,50.0,2742,6,7,0,2023-11-17
SHIP00355,CUST9904,Sporting Goods,D,Road,Delhi-Bangalore,3,4,1194.2,4,8.7,5105,3,6,0,2023-05-14
SHIP00356,CUST9227,Electronics,B,Road,Bangalore-Chennai,2,5,787.82,2,11.6,5635,4,6,0,2023-07-06
SHIP00357,CUST6878,Electronics,B,Flight,Delhi-Bangalore,1,3,1910.23,0,43.5,5242,5,9,0,2023-09-05
SHIP00358,CUST8448,Electronics,A,Road,Mumbai-Chennai,1,5,3204.48,4,54.3,3157,8,10,0,2023-08-29
SHIP00359,CUST7201,Home & Garden,F,Road,Delhi-Mumbai,5,3,1944.01,3,33.6,3890,5,7,0,2023-12-01
SHIP00360,CUST1108,Sporting Goods,B,Flight,Delhi-Bangalore,2,1,2621.25,4,13.7,2531,8,10,0,2023-09-04
SHIP00361,CUST2938,Books,B,Flight,Mumbai-Chennai,6,1,2459.43,7,31.1,5839,5,6,0,2023-11-05
SHIP00362,CUST1367,Fashion,A,Ship,Hyderabad-Pune,5,2,760.15,8,2.5,5688,5,9,0,2023-07-30
SHIP00363,CUST5231,Fashion,F,Flight,Hyderabad-Pune,5,1,4404.69,4,61.6,2774,5,4,1,2023-03-27
SHIP00364,CUST8891,Fashion,B,Flight,Hyderabad-Pune,2,5,4120.22,2,40.5,5184,10,13,0,2023-08-30
SHIP00365,CUST6614,Cosmetics,F,Road,Delhi-Mumbai,2,4,1988.76,1,1.1,5282,7,7,1,2023-12-18
SHIP00366,CUST2577,Fashion,D,Road,Hyderabad-Pune,1,5,2566.31,1,6.1,6401,9,14,0,2023-03-18
SHIP00367,CUST1019,Books,D,Road,Kolkata-Delhi,3,1,3518.45,6,14.9,4949,5,8,0,2023-10-04
SHIP00368,CUST2600,Cosmetics,B,Flight,Kolkata-Delhi,7,2,4559.42,1,18.4,5454,9,10,0,2023-10-29
SHIP00369,CUST1089,Books,A,Road,Hyderabad-Pune,1,5,135.25,3,44.7,3587,9,10,0,2023-04-07
SHIP00370,CUST3535,Cosmetics,F,Flight,Mumbai-Chennai,7,5,2175.45,5,39.8,6575,9,10,0,2023-02-24
SHIP00371,CUST7770,Sporting Goods,F,Flight,Delhi-Bangalore,3,5,2819.07,4,64.3,5732,9,14,0,2023-04-15
SHIP00372,CUST7522,Books,B,Road,Delhi-Mumbai,6,2,2288.31,2,6.5,5164,8,13,0,2023-12-28
SHIP00373,CUST1852,Fashion,D,Road,Delhi-Mumbai,7,1,4133.95,7,60.2,4566,9,14,0,2023-06-23
SHIP00374,CUST4633,Home & Garden,A,Road,Delhi-Mumbai,6,4,4660.36,6,39.9,5268,4,3,1,2023-05-15
SHIP00375,CUST1941,Fashion,D,Flight,Delhi-Mumbai,2,5,1501.43,0,51.0,5182,7,11,0,2023-11-02
SHIP00376,CUST1590,Home & Garden,B,Road,Delhi-Mumbai,2,1,4984.4,6,23.0,4237,6,9,0,2023-03-28
SHIP00377,CUST9482,Electronics,A,Ship,Hyderabad-Pune,3,5,4583.54,5,22.6,3265,9,12,0,2023-04-13
SHIP00378,CUST8450,Cosmetics,F,Ship,Mumbai-Chennai,2,4,2580.57,8,4.7,3410,6,9,0,2023-04-10
SHIP00379,CUST5222,Sporting Goods,F,Flight,Bangalore-Chennai,4,4,2859.53,3,49.2,4758,8,7,1,2023-09-20
SHIP00380,CUST8896,Electronics,C,Ship,Kolkata-Delhi,6,2,3416.87,3,52.0,4378,10,13,0,2023-01-15
SHIP00381,CUST1159,Books,C,Ship,Mumbai-Chennai,1,4,3401.12,5,4.9,2462,8,11,0,2023-10-02
SHIP00382,CUST4580,Sporting Goods,C,Ship,Bangalore-Chennai,6,2,2545.1,3,15.3,2982,10,11,0,2023-07-01
SHIP00383,CUST4322,Fashion,F,Flight,Delhi-Bangalore,7,1,687.4,1,43.9,6434,7,7,1,2023-04-28
SHIP00384,CUST9871,Electronics,D,Flight,Hyderabad-Pune,3,4,4500.79,4,31.9,5187,10,13,0,2023-01-04
SHIP00385,CUST3101,Electronics,F,Flight,Kolkata-Delhi,5,1,2562.13,6,55.9,2431,7,9,0,2023-04-24
SHIP00386,CUST9490,Cosmetics,C,Road,Delhi-Mumbai,1,2,1959.2,1,21.2,6019,10,9,1,2023-12-24
SHIP00387,CUST5306,Fashion,C,Flight,Hyderabad-Pune,3,3,1001.18,6,13.7,6740,7,7,1,2023-10-08
SHIP00388,CUST5581,Cosmetics,B,Road,Delhi-Bangalore,5,2,4089.53,4,52.3,5549,8,9,0,2023-07-25
SHIP00389,CUST4212,Fashion,B,Flight,Delhi-Mumbai,2,4,2548.03,8,34.7,3586,9,14,0,2023-07-15
SHIP00390,CUST1781,Cosmetics,A,Road,Delhi-Bangalore,1,2,4087.71,7,54.5,1788,10,11,0,2023-05-09
SHIP00391,CUST5256,Home & Garden,C,Road,Hyderabad-Pune,7,3,1786.29,6,7.9,6567,10,14,0,2023-06-21
SHIP00392,CUST9821,Fashion,C,Flight,Mumbai-Chennai,6,5,2488.72,7,57.8,4121,6,9,0,2023-10-22
SHIP00393,CUST3373,Fashion,C,Flight,Bangalore-Chennai,5,5,2083.39,1,5.1,3814,7,9,0,2023-11-20
SHIP00394,CUST5773,Books,C,Road,Bangalore-Chennai,4,3,4449.69,5,48.6,5267,6,7,0,2023-06-12
SHIP00395,CUST4012,Electronics,B,Road,Delhi-Bangalore,6,3,4708.14,1,13.7,4252,10,12,0,2023-03-27
SHIP00396,CUST8752,Sporting Goods,A,Ship,Kolkata-Delhi,5,1,609.25,2,5.5,4193,4,3,1,2023-02-02
SHIP00397,CUST5655,Cosmetics,B,Ship,Hyderabad-Pune,7,2,240.0,5,55.9,3664,7,7,1,2023-05-07
SHIP00398,CUST5463,Sporting Goods,D,Ship,Bangalore-Chennai,5,2,2995.07,7,41.0,6208,10,12,0,2023-10-04
SHIP00399,CUST9745,Home & Garden,C,Flight,Hyderabad-Pune,2,1,2265.12,5,26.8,2275,9,12,0,2023-11-24
SHIP00400,CUST9574,Fashion,C,Flight,Kolkata-Delhi,5,1,3470.07,7,61.6,4908,7,6,1,2023-01-01
SHIP00401,CUST5799,Sporting Goods,B,Ship,Hyderabad-Pune,3,2,2117.51,8,28.4,3047,7,6,1,2023-08-09
SHIP00402,CUST7385,Cosmetics,B,Flight,Delhi-Mumbai,4,2,2631.39,4,18.5,5357,5,9,0,2023-11-27
SHIP00403,CUST2121,Fashion,B,Flight,Delhi-Mumbai,6,4,3126.87,4,45.5,5030,7,9,0,2023-04-07
SHIP00404,CUST3492,Electronics,F,Ship,Delhi-Bangalore,1,3,1419.06,7,47.3,2907,6,7,0,2023-01-10
SHIP00405,CUST9086,Fashion,C,Flight,Mumbai-Chennai,7,4,4990.02,7,45.3,1259,4,4,1,2023-01-08
SHIP00406,CUST1918,Home & Garden,D,Ship,Hyderabad-Pune,4,2,1041.74,4,53.1,1103,8,7,1,2023-03-16
SHIP00407,CUST5078,Cosmetics,D,Ship,Bangalore-Chennai,1,2,2358.09,1,33.9,2707,4,9,0,2024-01-01
SHIP00408,CUST6113,Home & Garden,B,Road,Bangalore-Chennai,1,5,2652.54,4,31.3,3447,10,12,0,2023-12-15
SHIP00409,CUST4568,Electronics,B,Road,Kolkata-Delhi,3,1,920.07,4,38.0,4242,6,7,0,2023-01-27
SHIP00410,CUST8786,Books,F,Ship,Mumbai-Chennai,7,1,1318.74,7,5.9,6067,6,5,1,2023-01-22
SHIP00411,CUST1983,Electronics,C,Road,Delhi-Bangalore,6,5,3978.18,2,31.7,3594,8,13,0,2023-11-17
SHIP00412,CUST4161,Electronics,D,Flight,Bangalore-Chennai,2,3,4503.45,7,45.9,5579,8,13,0,2023-08-13
SHIP00413,CUST9029,Fashion,F,Ship,Hyderabad-Pune,3,3,3688.77,4,56.4,5904,7,10,0,2023-12-23
SHIP00414,CUST3539,Cosmetics,C,Flight,Hyderabad-Pune,3,4,103.53,8,24.6,2519,5,4,1,2023-09-29
SHIP00415,CUST4912,Home & Garden,A,Road,Hyderabad-Pune,7,4,1030.36,7,49.8,2262,3,6,0,2023-07-06
SHIP00416,CUST6276,Electronics,A,Road,Bangalore-Chennai,1,1,4192.45,2,11.6,1256,7,8,0,2023-07-29
SHIP00417,CUST4139,Electronics,A,Road,Bangalore-Chennai,7,4,3323.81,8,40.6,5835,6,5,1,2023-09-06
